DXML File,LXML File,Element Type,DXML Element Name,LXML Element Name,Attribute Type,DXML Attribute Value,LXML Attribute Value
Shipment.dxml,Shipment.lxml,Column,TransportModeId,TransportModeId,Type,char,varchar
Shipment.dxml,Shipment.lxml,Column,OperationalClosedByUserId,NULL,Name,OperationalClosedByUserId,NULL
Shipment.dxml,Shipment.lxml,Column,OperationalClosedByUserId,NULL,Foreign Key,TRUE,NULL
Shipment.dxml,Shipment.lxml,Column,MasterShipmentDataId,NULL,Name,MasterShipmentDataId,NULL
Shipment.dxml,Shipment.lxml,Column,PreCarriageTransportModeId,PreCarriageTransportModeId,Type,char,varchar
Shipment.dxml,Shipment.lxml,Column,OnCarriageTransportModeId,OnCarriageTransportModeId,Type,char,varchar
Shipment.dxml,Shipment.lxml,Column,ComputedShipmentNumber,NULL,Name,ComputedShipmentNumber,NULL
Shipment.dxml,Shipment.lxml,Relation,CountryForStatisticsId,NULL,Foreign Key Column,CountryForStatisticsId,NULL
Shipment.dxml,Shipment.lxml,Relation,CarrierLastStatusCode,NULL,Foreign Key Column,CarrierLastStatusCode,NULL
Shipment.dxml,Shipment.lxml,Relation,OperationalClosedByUserId,NULL,Foreign Key Column,OperationalClosedByUserId,NULL
Shipment.dxml,Shipment.lxml,Relation,FreightPrepaidCollectId,NULL,Foreign Key Column,FreightPrepaidCollectId,NULL
Shipment.dxml,Shipment.lxml,Relation,OtherPrepaidCollectId,NULL,Foreign Key Column,OtherPrepaidCollectId,NULL
Shipment.dxml,Shipment.lxml,Relation,VolumeUnitCode,NULL,Foreign Key Column,VolumeUnitCode,NULL
Shipment.dxml,Shipment.lxml,Relation,NextLegCode,NULL,Foreign Key Column,NextLegCode,NULL
Shipment.dxml,Shipment.lxml,Relation,FHLStatusCode,NULL,Foreign Key Column,FHLStatusCode,NULL
Shipment.dxml,Shipment.lxml,Relation,CargonautFHLStatusCode,NULL,Foreign Key Column,CargonautFHLStatusCode,NULL
Shipment.dxml,Shipment.lxml,Relation,INTTRASIStatusCode,NULL,Foreign Key Column,INTTRASIStatusCode,NULL
Shipment.dxml,Shipment.lxml,Column,NULL,CustomsTransmissionsStatusCode,Name,NULL,CustomsTransmissionsStatusCode
Shipment.dxml,Shipment.lxml,Column,NULL,CustomsTransmissionsStatusError,Name,NULL,CustomsTransmissionsStatusError
Shipment.dxml,Shipment.lxml,Column,NULL,CustomsTransmissionsStatusDate,Name,NULL,CustomsTransmissionsStatusDate
Shipment.dxml,Shipment.lxml,Column,NULL,CurrentUserId,Name,NULL,CurrentUserId
Shipment.dxml,Shipment.lxml,Column,NULL,BasketId,Name,NULL,BasketId
Shipment.dxml,Shipment.lxml,Column,NULL,FromPort,Name,NULL,FromPort
Shipment.dxml,Shipment.lxml,Column,NULL,ToPort,Name,NULL,ToPort
Shipment.dxml,Shipment.lxml,Column,NULL,ShipmentType,Name,NULL,ShipmentType
ShipmentComputedFields.dxml,ShipmentComputedFields.lxml,Column,IsMissingDocuments,NULL,Name,IsMissingDocuments,NULL
ShipmentComputedFields.dxml,ShipmentComputedFields.lxml,Column,DocumentsSearchFields,NULL,Name,DocumentsSearchFields,NULL
ShipmentComputedFields.dxml,ShipmentComputedFields.lxml,Column,LastDocumentDateTime,NULL,Name,LastDocumentDateTime,NULL
ShipmentComputedFields.dxml,ShipmentComputedFields.lxml,Column,MissingDocumentsCount,NULL,Name,MissingDocumentsCount,NULL
ShipmentComputedFields.dxml,ShipmentComputedFields.lxml,Column,MissingDocumentsNames,NULL,Name,MissingDocumentsNames,NULL
ShipmentComputedFields.dxml,ShipmentComputedFields.lxml,Column,IsRequestedDocuments,NULL,Name,IsRequestedDocuments,NULL
ShipmentComputedFields.dxml,ShipmentComputedFields.lxml,Column,RequestedDocumentsCount,NULL,Name,RequestedDocumentsCount,NULL
ShipmentComputedFields.dxml,ShipmentComputedFields.lxml,Column,NumberOfHouses,NULL,Name,NumberOfHouses,NULL
ShipmentComputedFields.dxml,ShipmentComputedFields.lxml,Column,IsDigitalSignRequired,NULL,Name,IsDigitalSignRequired,NULL
ShipmentComputedFields.dxml,ShipmentComputedFields.lxml,Column,IsDepositionRequired,NULL,Name,IsDepositionRequired,NULL
ShipmentComputedFields.dxml,ShipmentComputedFields.lxml,Column,Commodity,NULL,Name,Commodity,NULL
ShipmentComputedFields.dxml,ShipmentComputedFields.lxml,Column,OperationallyClosedByUserName,OperationallyClosedByUserName,Type,varchar,nvarchar
ShipmentComputedFields.dxml,ShipmentComputedFields.lxml,Relation,Id,NULL,Foreign Key Column,Id,NULL
ShipmentPackage.dxml,ShipmentPackage.lxml,Column,RoutingIds,NULL,Name,RoutingIds,NULL
ShipmentPackage.dxml,ShipmentPackage.lxml,Column,Make,Make,Type,varchar,nvarchar
ShipmentPackage.dxml,ShipmentPackage.lxml,Column,Model,Model,Type,varchar,nvarchar
ShipmentPackage.dxml,ShipmentPackage.lxml,Column,Year,Year,Type,varchar,nvarchar
ShipmentPackage.dxml,ShipmentPackage.lxml,Column,Color,Color,Type,varchar,nvarchar
ShipmentPackage.dxml,ShipmentPackage.lxml,Column,ChassisNumber,ChassisNumber,Type,varchar,nvarchar
ShipmentPackage.dxml,ShipmentPackage.lxml,Column,RegistrationNumber,RegistrationNumber,Type,varchar,nvarchar
ShipmentPackage.dxml,ShipmentPackage.lxml,Relation,LastStatusCode,NULL,Foreign Key Column,LastStatusCode,NULL
ShipmentPayable.dxml,ShipmentPayable.lxml,Relation,ShipmentPayableLineStatusCode,NULL,Foreign Key Column,ShipmentPayableLineStatusCode,NULL
ShipmentPayable.dxml,ShipmentPayable.lxml,Relation,ShipmentPayableAmountTypeCode,NULL,Foreign Key Column,ShipmentPayableAmountTypeCode,NULL
ShipmentPayable.dxml,ShipmentPayable.lxml,Column,NULL,QuoteCostMinPrice,Name,NULL,QuoteCostMinPrice
ShipmentPayable.dxml,ShipmentPayable.lxml,Column,NULL,ChildShipmentPayables,Name,NULL,ChildShipmentPayables
ShipmentPickUpDelivery.dxml,ShipmentPickUpDelivery.lxml,Relation,PickUpDeliveryTypeCode,NULL,Foreign Key Column,PickUpDeliveryTypeCode,NULL
ShipmentPickUpDelivery.dxml,ShipmentPickUpDelivery.lxml,Relation,PickUpDeliveryFromTypeCode,NULL,Foreign Key Column,PickUpDeliveryFromTypeCode,NULL
ShipmentPickUpDelivery.dxml,ShipmentPickUpDelivery.lxml,Relation,PickUpDeliveryToTypeCode,NULL,Foreign Key Column,PickUpDeliveryToTypeCode,NULL
ShipmentPickUpDeliveryPackage.dxml,ShipmentPickUpDeliveryPackage.lxml,Column,Make,Make,Type,varchar,nvarchar
ShipmentPickUpDeliveryPackage.dxml,ShipmentPickUpDeliveryPackage.lxml,Column,Model,Model,Type,varchar,nvarchar
ShipmentPickUpDeliveryPackage.dxml,ShipmentPickUpDeliveryPackage.lxml,Column,Year,Year,Type,varchar,nvarchar
ShipmentPickUpDeliveryPackage.dxml,ShipmentPickUpDeliveryPackage.lxml,Column,Color,Color,Type,varchar,nvarchar
ShipmentPickUpDeliveryPackage.dxml,ShipmentPickUpDeliveryPackage.lxml,Column,ChassisNumber,ChassisNumber,Type,varchar,nvarchar
ShipmentPickUpDeliveryPackage.dxml,ShipmentPickUpDeliveryPackage.lxml,Column,RegistrationNumber,RegistrationNumber,Type,varchar,nvarchar
ShipmentReceivable.dxml,ShipmentReceivable.lxml,Column,ShipmentReceivableLineStatusCode,ShipmentReceivableLineStatusCode,Type,char,varchar
ShipmentReceivable.dxml,ShipmentReceivable.lxml,Relation,ShipmentReceivableLineStatusCode,NULL,Foreign Key Column,ShipmentReceivableLineStatusCode,NULL
ShipmentReceivable.dxml,ShipmentReceivable.lxml,Column,NULL,QuoteSaleMinPrice,Name,NULL,QuoteSaleMinPrice
ShipmentReceivable.dxml,ShipmentReceivable.lxml,Column,NULL,ChildShipmentReceivables,Name,NULL,ChildShipmentReceivables
ShipmentType.dxml,ShipmentType.lxml,Column,TransportModeId,TransportModeId,Type,char,varchar
BatchServicesLog.dxml,BatchServicesLog.lxml,Column,CPU,CPU,Precision,18,0
BatchServicesLog.dxml,BatchServicesLog.lxml,Column,CPU,CPU,Scale,2,0
TariffType.dxml,TariffType.lxml,Column,TransportModeCode,TransportModeCode,Type,char,varchar
WarehouseEntry.dxml,WarehouseEntry.lxml,Column,TransportModeId,TransportModeId,Type,char,varchar
WarehouseEntry.dxml,WarehouseEntry.lxml,Column,DirectionId,DirectionId,Type,char,varchar
WarehouseRelease.dxml,WarehouseRelease.lxml,Column,TransportModeId,TransportModeId,Type,char,varchar
WarehouseRelease.dxml,WarehouseRelease.lxml,Column,DirectionId,DirectionId,Type,char,varchar
